phase_key,arm,calibrator,group,macro_f1_mean,macro_f1_std,macro_f1_count,log_loss_mean,log_loss_std,log_loss_count,roc_auc_mean,roc_auc_std,roc_auc_count,brier_mean,brier_std,brier_count,ece_10_mean,ece_10_std,ece_10_count,calibration_bias_mean,calibration_bias_std,calibration_bias_count,precision_mean,precision_std,precision_count,recall_mean,recall_std,recall_count,fnr_mean,fnr_std,fnr_count
P6_clean,split,none,departure_missing,0.41333333333333333,,1,0.497399099578159,,1,0.4409722222222222,,1,0.15423649728027208,,1,0.03156688413734213,,1,-0.02082961080769835,,1,0.0,,1,0.0,,1,1.0,,1
P6_clean,split,none,overall,0.5107099418217985,,1,0.47133889434478293,,1,0.5576507164098405,,1,0.1479232627605284,,1,0.024324371324051713,,1,-0.003896190482757411,,1,0.19834710743801653,,1,0.26666666666666666,,1,0.7333333333333333,,1
P6_clean,split,platt,arrival_missing,0.5712280701754386,,1,0.4555059514220524,,1,0.4807692307692308,,1,0.14109772991887656,,1,0.05409197937092461,,1,0.01889110376378078,,1,0.2727272727272727,,1,0.375,,1,0.625,,1
P6_clean,split,platt,both_missing,0.2857142857142857,,1,0.5031688791881727,,1,0.5,,1,0.16095084977924473,,1,0.09677683971248842,,1,-0.013363515744586135,,1,0.0,,1,0.0,,1,1.0,,1
P6_clean,split,platt,both_observed,0.4808891082645352,,1,0.4698899765642263,,1,0.557909721076085,,1,0.14732329237863132,,1,0.01146682488922111,,1,0.011466824889221128,,1,0.17647058823529413,,1,0.3287671232876712,,1,0.6712328767123288,,1
P6_clean,split,platt,departure_missing,0.5260977630488816,,1,0.4713926352033763,,1,0.4722222222222222,,1,0.14771553450353941,,1,0.02559367036430136,,1,0.009500902159442326,,1,0.2222222222222222,,1,0.25,,1,0.75,,1
P6_clean,split,platt,overall,0.49094078891075554,,1,0.4690046717968813,,1,0.5501351716680184,,1,0.14690970955406155,,1,0.011742850445758042,,1,0.01174285044575804,,1,0.18354430379746836,,1,0.32222222222222224,,1,0.6777777777777778,,1
P6_fixed,shared,isotonic,arrival_missing,0.4683257918552036,,1,1.2218115417798419,,1,0.5689102564102565,,1,0.1641108829262808,,1,0.06174757704330028,,1,0.04346160769350113,,1,0.16666666666666666,,1,0.375,,1,0.625,,1
P6_fixed,shared,isotonic,both_missing,0.375,,1,0.5571190566065425,,1,0.25,,1,0.1776211256369273,,1,0.21396149867126485,,1,-0.026269190978957163,,1,0.0,,1,0.0,,1,1.0,,1
P6_fixed,shared,isotonic,both_observed,0.5102701649881107,,1,0.6376214719838247,,1,0.5623452714969466,,1,0.15087413878023517,,1,0.0507571845161708,,1,0.007960959183347466,,1,0.2076923076923077,,1,0.3698630136986301,,1,0.6301369863013698,,1
